keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
x,84839-56378:Joey Slye,84839-56378,K,Joey,Joey Slye,Slye,7.583333333,12,8500,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-10744:Graham Gano,84839-10744,K,Graham,Graham Gano,Gano,8.230769231,13,8500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-53303:Matt Breida,84839-53303,RB,Matt,Matt Breida,Breida,2.5,13,8000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-53498:Richie James Jr.,84839-53498,WR,Richie,Richie James Jr.,James Jr.,5.641666412,12,8000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-88109:Gary Brightwell,84839-88109,RB,Gary,Gary Brightwell,Brightwell,1.718181784,11,7500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-54244:Kenny Golladay,84839-54244,WR,Kenny,Kenny Golladay,Golladay,1.419999981,5,7500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-54472:Cam Sims,84839-54472,WR,Cam,Cam Sims,Sims,1.080000019,10,7000,NYG@WAS,WAS,NYG,Q,Back,,,,MVP - 1.5X Points/AnyFLEX
x,84839-93538:Dyami Brown,84839-93538,WR,Dyami,Dyami Brown,Brown,3,6,7000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-26355:Logan Thomas,84839-26355,TE,Logan,Logan Thomas,Thomas,4.333333333,9,7000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
x,84839-90307:Daniel Bellinger,84839-90307,TE,Daniel,Daniel Bellinger,Bellinger,6.212500095,8,6500,NYG@WAS,NYG,WAS,Q,Ribs,,,,MVP - 1.5X Points/AnyFLEX
,84839-31184:Jonathan Williams,84839-31184,RB,Jonathan,Jonathan Williams,Williams,1.539999962,5,6500,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-61555:David Sills V,84839-61555,WR,David,David Sills V,Sills V,2.300000054,7,6500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-90408:Dax Milne,84839-90408,WR,Dax,Dax Milne,Milne,1.154545437,11,6000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-32235:Marcus Johnson,84839-32235,WR,Marcus,Marcus Johnson,Johnson,2.325000048,4,6000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-40977:Ricky Seals-Jones,84839-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,4.918181679,11,5500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-63646:Lawrence Cager,84839-63646,TE,Lawrence,Lawrence Cager,Cager,2.679999924,5,5500,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-79982:Alex Armah,84839-79982,RB,Alex,Alex Armah,Armah,1.449999968,6,5500,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-72705:John Bates,84839-72705,TE,John,John Bates,Bates,2.64444436,9,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-104576:Sam Howell,84839-104576,QB,Sam,Sam Howell,Howell,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-62981:Eli Wolf,84839-62981,TE,Eli,Eli Wolf,Wolf,,,5000,NYG@WAS,WAS,NYG,IR,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,84839-94345:Cole Turner,84839-94345,TE,Cole,Cole Turner,Turner,0.65999999,5,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-47501:Marken Michel,84839-47501,WR,Marken,Marken Michel,Michel,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-94864:Jashaun Corbin,84839-94864,RB,Jashaun,Jashaun Corbin,Corbin,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-102802:Makai Polk,84839-102802,WR,Makai,Makai Polk,Polk,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-28570:Nick Vannett,84839-28570,TE,Nick,Nick Vannett,Vannett,1.233333349,3,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-72863:Armani Rogers,84839-72863,TE,Armani,Armani Rogers,Rogers,2.825000048,4,5000,NYG@WAS,WAS,NYG,IR,Knee,,,,MVP - 1.5X Points/AnyFLEX
,84839-29985:Jaydon Mickens,84839-29985,WR,Jaydon,Jaydon Mickens,Mickens,0.2,10,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-130336:Sandro Platzgummer,84839-130336,RB,Sandro,Sandro Platzgummer,Platzgummer,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-71077:Cole Kelley,84839-71077,QB,Cole,Cole Kelley,Kelley,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-169898:Jequez Ezzard,84839-169898,WR,Jequez,Jequez Ezzard,Ezzard,,,5000,NYG@WAS,WAS,NYG,Q,Undisclosed,,,,MVP - 1.5X Points/AnyFLEX
,84839-14377:Tyrod Taylor,84839-14377,QB,Tyrod,Tyrod Taylor,Taylor,6.159999847,2,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-63403:Tae Crowder,84839-63403,RB,Tae,Tae Crowder,Crowder,0,1,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-170290:Dre Miller,84839-170290,WR,Dre,Dre Miller,Miller,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-70324:Carson Wentz,84839-70324,QB,Carson,Carson Wentz,Wentz,17.24333318,6,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-55224:Reggie Bonnafon,84839-55224,RB,Reggie,Reggie Bonnafon,Bonnafon,2.599999905,1,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-85944:Kyric McGowan,84839-85944,WR,Kyric,Kyric McGowan,McGowan,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-43334:J.D. McKissic,84839-43334,RB,J.D.,J.D. McKissic,McKissic,5.287499905,8,5000,NYG@WAS,WAS,NYG,IR,Neck,,,,MVP - 1.5X Points/AnyFLEX
,84839-69836:Collin Johnson,84839-69836,WR,Collin,Collin Johnson,Johnson,2.285714286,7,5000,NYG@WAS,NYG,WAS,IR,Achilles,,,,MVP - 1.5X Points/AnyFLEX
,84839-27477:Sterling Shepard,84839-27477,WR,Sterling,Sterling Shepard,Shepard,9.299999873,3,5000,NYG@WAS,NYG,WAS,IR,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
,84839-73172:Jake Hausmann,84839-73172,TE,Jake,Jake Hausmann,Hausmann,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-86614:Jeremiah Hall,84839-86614,TE,Jeremiah,Jeremiah Hall,Hall,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-90971:Austin Allen,84839-90971,TE,Austin,Austin Allen,Allen,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-130279:Matt Cole,84839-130279,WR,Matt,Matt Cole,Cole,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-28907:Alex Erickson,84839-28907,WR,Alex,Alex Erickson,Erickson,0,1,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-38768:Ryan Santoso,84839-38768,K,Ryan,Ryan Santoso,Santoso,4.5,4,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-103539:Wan'Dale Robinson,84839-103539,WR,Wan'Dale,Wan'Dale Robinson,Robinson,6.683333079,6,5000,NYG@WAS,NYG,WAS,IR,Knee - acl,,,,MVP - 1.5X Points/AnyFLEX
,84839-39795:Davis Webb,84839-39795,QB,Davis,Davis Webb,Webb,-0.300000012,1,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-56947:Chris Myarick,84839-56947,TE,Chris,Chris Myarick,Myarick,2.285714286,7,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-73332:Brian Johnson,84839-73332,K,Brian,Brian Johnson,Johnson,6,7,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-90487:Kalil Pimpleton,84839-90487,WR,Kalil,Kalil Pimpleton,Pimpleton,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-91639:Jake Fromm,84839-91639,QB,Jake,Jake Fromm,Fromm,4.633333206,3,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-88699:Jaret Patterson,84839-88699,RB,Jaret,Jaret Patterson,Patterson,3.635714395,14,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-64637:Brian Lewerke,84839-64637,QB,Brian,Brian Lewerke,Lewerke,,,5000,NYG@WAS,NYG,WAS,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-71039:Kelvin Harmon,84839-71039,WR,Kelvin,Kelvin Harmon,Harmon,,,5000,NYG@WAS,WAS,NYG,,,,,,MVP - 1.5X Points/AnyFLEX
,84839-85759:Curtis Hodges,84839-85759,TE,Curtis,Curtis Hodges,Hodges,,,5000,NYG@WAS,WAS,NYG,IR,Thigh,,,,MVP - 1.5X Points/AnyFLEX
