keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
x,84665-55050:Christian McCaffrey,84665-55050,RB,Christian,Christian McCaffrey,McCaffrey,18.37,13,17500,SF@SEA,SF,SEA,,,
x,84665-85607:Brock Purdy,84665-85607,QB,Brock,Brock Purdy,Purdy,10.89,5,15000,SF@SEA,SF,SEA,Q,Oblique,
x,84665-26483:Geno Smith,84665-26483,QB,Geno,Geno Smith,Smith,17.11,13,14500,SF@SEA,SEA,SF,,,
x,84665-85798:Brandon Aiyuk,84665-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,13.22,13,13000,SF@SEA,SF,SEA,,,
x,84665-103342:Kenneth Walker III,84665-103342,RB,Kenneth,Kenneth Walker III,Walker III,12.11,11,12500,SF@SEA,SEA,SF,,,
x,84665-73048:DK Metcalf,84665-73048,WR,DK,DK Metcalf,Metcalf,11.9,13,12000,SF@SEA,SEA,SF,,,
x,84665-27050:Tyler Lockett,84665-27050,WR,Tyler,Tyler Lockett,Lockett,13.17,13,11500,SF@SEA,SEA,SF,,,
,84665-56018:Deebo Samuel,84665-56018,WR,Deebo,Deebo Samuel,Samuel,11.41666667,12,11000,SF@SEA,SF,SEA,O,Knee - mcl,
x,84665-39793:George Kittle,84665-39793,TE,George,George Kittle,Kittle,10.03,11,10500,SF@SEA,SF,SEA,,,
x,84665-12549:San Francisco 49ers,84665-12549,D,San Francisco,San Francisco 49ers,49ers,9.923076923,13,10000,SF@SEA,SF,SEA,,,
x,84665-71444:Travis Homer,84665-71444,RB,Travis,Travis Homer,Homer,4.585714068,7,9500,SF@SEA,SEA,SF,,,
x,84665-6910:Robbie Gould,84665-6910,K,Robbie,Robbie Gould,Gould,8,13,9500,SF@SEA,SF,SEA,,,
x,84665-60745:Jason Myers,84665-60745,K,Jason,Jason Myers,Myers,9.384615385,13,9000,SF@SEA,SEA,SF,,,
x,84665-12550:Seattle Seahawks,84665-12550,D,Seattle,Seattle Seahawks,Seahawks,6.923076923,13,8500,SF@SEA,SEA,SF,,,
x,84665-61593:Jauan Jennings,84665-61593,WR,Jauan,Jauan Jennings,Jennings,4.191666603,12,8500,SF@SEA,SF,SEA,,,
x,84665-32243:Marquise Goodwin,84665-32243,WR,Marquise,Marquise Goodwin,Goodwin,7.469999695,10,8000,SF@SEA,SEA,SF,,,
,84665-73121:Tony Jones Jr.,84665-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,2.633333365,3,7500,SF@SEA,SEA,SF,,,
x,84665-62055:Ray-Ray McCloud III,84665-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.400000059,13,7500,SF@SEA,SF,SEA,,,
x,84665-94087:DeeJay Dallas,84665-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.425000032,12,7000,SF@SEA,SEA,SF,Q,Ankle,
x,84665-71705:Noah Fant,84665-71705,TE,Noah,Noah Fant,Fant,5.28461515,13,7000,SF@SEA,SEA,SF,,,
x,84665-86875:Jordan Mason,84665-86875,RB,Jordan,Jordan Mason,Mason,3.060000038,5,7000,SF@SEA,SF,SEA,,,
x,84665-56708:Will Dissly,84665-56708,TE,Will,Will Dissly,Dissly,5.053845919,13,6500,SF@SEA,SEA,SF,,,
,84665-40726:Godwin Igwebuike,84665-40726,RB,Godwin,Godwin Igwebuike,Igwebuike,0,1,6000,SF@SEA,SEA,SF,,,
,84665-102893:Tyrion Davis-Price,84665-102893,RB,Tyrion,Tyrion Davis-Price,Davis-Price,1.850000024,2,6000,SF@SEA,SF,SEA,,,
,84665-39428:Kyle Juszczyk,84665-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,3.618181749,11,5500,SF@SEA,SF,SEA,,,
,84665-41806:Laquon Treadwell,84665-41806,WR,Laquon,Laquon Treadwell,Treadwell,0.600000024,1,5500,SF@SEA,SEA,SF,,,
,84665-94453:Darwin Thompson,84665-94453,RB,Darwin,Darwin Thompson,Thompson,,,5500,SF@SEA,SEA,SF,,,
,84665-27776:Tevin Coleman,84665-27776,RB,Tevin,Tevin Coleman,Coleman,10.25,2,5000,SF@SEA,SF,SEA,,,
,84665-93824:Easop Winston,84665-93824,WR,Easop,Easop Winston,Winston,0.333333333,3,5000,SF@SEA,SEA,SF,,,
,84665-29445:Sean Mannion,84665-29445,QB,Sean,Sean Mannion,Mannion,12.96000004,1,5000,SF@SEA,SEA,SF,,,
,84665-93577:Dazz Newsome,84665-93577,WR,Dazz,Dazz Newsome,Newsome,1.099999984,3,5000,SF@SEA,SF,SEA,,,
,84665-136970:Danny Gray,84665-136970,WR,Danny,Danny Gray,Gray,0.375,4,5000,SF@SEA,SF,SEA,,,
,84665-39818:Wayne Gallman Jr.,84665-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,1.857142857,7,5000,SF@SEA,SEA,SF,,,
,84665-64907:J.J. Arcega-Whiteside,84665-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,1.149999976,4,5000,SF@SEA,SEA,SF,,,
,84665-93845:Tay Martin,84665-93845,WR,Tay,Tay Martin,Martin,,,5000,SF@SEA,SF,SEA,,,
,84665-96798:Josh Johnson,84665-96798,RB,Josh,Josh Johnson,Johnson,,,5000,SF@SEA,SEA,SF,Q,Undisclosed,
,84665-44449:Willie Snead IV,84665-44449,WR,Willie,Willie Snead IV,Snead IV,0.828571456,7,5000,SF@SEA,SF,SEA,,,
,84665-89632:Connor Wedington,84665-89632,WR,Connor,Connor Wedington,Wedington,,,5000,SF@SEA,SF,SEA,,,
,84665-47523:Tajae Sharpe,84665-47523,WR,Tajae,Tajae Sharpe,Sharpe,2.535714286,14,5000,SF@SEA,SF,SEA,Q,Undisclosed,
,84665-56099:Cullen Gillaspia,84665-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,,,5000,SF@SEA,SEA,SF,IR,Knee,
,84665-104102:Leroy Watson,84665-104102,TE,Leroy,Leroy Watson,Watson,,,5000,SF@SEA,SF,SEA,,,
