keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
x,84053-62239:Josh Allen,84053-62239,QB,Josh,Josh Allen,Allen,16.92,11,17500,BUF@NE,BUF,NE,,,
x,84053-25079:Stefon Diggs,84053-25079,WR,Stefon,Stefon Diggs,Diggs,18.7,11,15000,BUF@NE,BUF,NE,,,
x,84053-111540:Rhamondre Stevenson,84053-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,10.8,11,14000,BUF@NE,NE,BUF,,,
x,84053-90584:Mac Jones,84053-90584,QB,Mac,Mac Jones,Jones,13.5,8,13500,BUF@NE,NE,BUF,,,
x,84053-70603:Devin Singletary,84053-70603,RB,Devin,Devin Singletary,Singletary,11.1,11,12000,BUF@NE,BUF,NE,,,
x,84053-63634:Jakobi Meyers,84053-63634,WR,Jakobi,Jakobi Meyers,Meyers,3.7,9,11500,BUF@NE,NE,BUF,Q,Shoulder,
x,84053-94534:Gabe Davis,84053-94534,WR,Gabe,Gabe Davis,Davis,8.5,10,11000,BUF@NE,BUF,NE,,,
,84053-64576:Damien Harris,84053-64576,RB,Damien,Damien Harris,Harris,7.81111145,9,10500,BUF@NE,NE,BUF,O,Thigh,
x,84053-12526:Buffalo Bills,84053-12526,D,Buffalo,Buffalo Bills,Bills,5,11,10000,BUF@NE,BUF,NE,,,
x,84053-53639:Isaiah McKenzie,84053-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,6.9,10,9500,BUF@NE,BUF,NE,,,
x,84053-65128:Tyler Bass,84053-65128,K,Tyler,Tyler Bass,Bass,6,11,9000,BUF@NE,BUF,NE,,,
x,84053-12541:New England Patriots,84053-12541,D,New England,New England Patriots,Patriots,4,11,9000,BUF@NE,NE,BUF,,,
x,84053-64585:Dawson Knox,84053-64585,TE,Dawson,Dawson Knox,Knox,0,10,8500,BUF@NE,BUF,NE,,,
x,84053-6642:Nick Folk,84053-6642,K,Nick,Nick Folk,Folk,4,11,8500,BUF@NE,NE,BUF,,,
x,84053-33260:DeVante Parker,84053-33260,WR,DeVante,DeVante Parker,Parker,2.6,9,8000,BUF@NE,NE,BUF,,,
x,84053-89220:Tyquan Thornton,84053-89220,WR,Tyquan,Tyquan Thornton,Thornton,4.1,6,7500,BUF@NE,NE,BUF,,,
x,84053-91626:James Cook,84053-91626,RB,James,James Cook,Cook,13.5,11,7500,BUF@NE,BUF,NE,,,
,84053-63625:Nyheim Hines,84053-63625,RB,Nyheim,Nyheim Hines,Hines,2.3,11,7000,BUF@NE,BUF,NE,,,
x,84053-80289:Kendrick Bourne,84053-80289,WR,Kendrick,Kendrick Bourne,Bourne,2,10,7000,BUF@NE,NE,BUF,,,
x,84053-40845:Hunter Henry,84053-40845,TE,Hunter,Hunter Henry,Henry,2.3,11,6500,BUF@NE,NE,BUF,,,
x,84053-29683:Nelson Agholor,84053-29683,WR,Nelson,Nelson Agholor,Agholor,2.7,9,6500,BUF@NE,NE,BUF,,,
,84053-29734:Ty Montgomery,84053-29734,RB,Ty,Ty Montgomery,Montgomery,8.800000191,1,6000,BUF@NE,NE,BUF,IR,Shoulder,
,84053-72370:J.J. Taylor,84053-72370,RB,J.J.,J.J. Taylor,Taylor,2.200000048,1,6000,BUF@NE,NE,BUF,,,
,84053-48116:Jonnu Smith,84053-48116,TE,Jonnu,Jonnu Smith,Smith,1.6,8,6000,BUF@NE,NE,BUF,,,
x,84053-86518:Khalil Shakir,84053-86518,WR,Khalil,Khalil Shakir,Shakir,1.5,6,6000,BUF@NE,BUF,NE,,,
,84053-90123:Quintin Morris,84053-90123,TE,Quintin,Quintin Morris,Morris,1.7,5,5500,BUF@NE,BUF,NE,Q,Illness,
,84053-27671:Jake Kumerow,84053-27671,WR,Jake,Jake Kumerow,Kumerow,2.099999905,4,5500,BUF@NE,BUF,NE,IR,Ankle,
,84053-70426:Reggie Gilliam,84053-70426,TE,Reggie,Reggie Gilliam,Gilliam,5.066666603,3,5500,BUF@NE,BUF,NE,,,
,84053-24755:Jamison Crowder,84053-24755,WR,Jamison,Jamison Crowder,Crowder,2.25,4,5500,BUF@NE,BUF,NE,IR,Ankle,
,84053-71031:Lil'Jordan Humphrey,84053-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,1,3,5500,BUF@NE,NE,BUF,,,
,84053-56715:Tristan Vizcaino,84053-56715,K,Tristan,Tristan Vizcaino,Vizcaino,10,1,5000,BUF@NE,NE,BUF,,,
,84053-90380:Neil Pau'u,84053-90380,WR,Neil,Neil Pau'u,Pau'u,,,5000,BUF@NE,BUF,NE,,,
,84053-141201:Raleigh Webb,84053-141201,WR,Raleigh,Raleigh Webb,Webb,,,5000,BUF@NE,NE,BUF,,,
,84053-56212:Tommy Sweeney,84053-56212,TE,Tommy,Tommy Sweeney,Sweeney,1.200000048,1,5000,BUF@NE,BUF,NE,,,
,84053-32158:Garrett Gilbert,84053-32158,QB,Garrett,Garrett Gilbert,Gilbert,7.760000229,1,5000,BUF@NE,NE,BUF,,,
,84053-29605:Matt Barkley,84053-29605,QB,Matt,Matt Barkley,Barkley,,,5000,BUF@NE,BUF,NE,,,
,84053-7856:Matthew Slater,84053-7856,WR,Matthew,Matthew Slater,Slater,,,5000,BUF@NE,NE,BUF,,,
,84053-160306:Pierre Strong Jr.,84053-160306,RB,Pierre,Pierre Strong Jr.,Strong Jr.,0.25,2,5000,BUF@NE,NE,BUF,,,
,84053-103352:Christian Wade,84053-103352,RB,Christian,Christian Wade,Wade,,,5000,BUF@NE,BUF,NE,,,
,84053-71228:Marquez Stevenson,84053-71228,WR,Marquez,Marquez Stevenson,Stevenson,0,5,5000,BUF@NE,BUF,NE,IR,Foot,
,84053-69310:Josh Hammond,84053-69310,WR,Josh,Josh Hammond,Hammond,,,5000,BUF@NE,NE,BUF,,,
,84053-7872:Brian Hoyer,84053-7872,QB,Brian,Brian Hoyer,Hoyer,1.480000019,1,5000,BUF@NE,NE,BUF,IR,Concussion,
,84053-54606:John Brown,84053-54606,WR,John,John Brown,Brown,0,3,5000,BUF@NE,BUF,NE,,,
,84053-149708:Zach Davidson,84053-149708,TE,Zach,Zach Davidson,Davidson,,,5000,BUF@NE,BUF,NE,,,
,84053-22994:Case Keenum,84053-22994,QB,Case,Case Keenum,Keenum,0.159999996,2,5000,BUF@NE,BUF,NE,,,
,84053-87122:Lynn Bowden Jr.,84053-87122,WR,Lynn,Lynn Bowden Jr.,Bowden Jr.,,,5000,BUF@NE,NE,BUF,,,
,84053-139985:Bailey Zappe,84053-139985,QB,Bailey,Bailey Zappe,Zappe,10.53499985,4,5000,BUF@NE,NE,BUF,,,
,84053-73046:Tre Nixon,84053-73046,WR,Tre,Tre Nixon,Nixon,,,5000,BUF@NE,NE,BUF,,,
,84053-26458:Tavon Austin,84053-26458,WR,Tavon,Tavon Austin,Austin,3.28333346,12,5000,BUF@NE,BUF,NE,,,
,84053-54239:Matt Sokol,84053-54239,TE,Matt,Matt Sokol,Sokol,,,5000,BUF@NE,NE,BUF,,,
,84053-87649:Jaquarii Roberson,84053-87649,WR,Jaquarii,Jaquarii Roberson,Roberson,,,5000,BUF@NE,BUF,NE,,,
,84053-130275:Kristian Wilkerson,84053-130275,WR,Kristian,Kristian Wilkerson,Wilkerson,18.20000076,1,5000,BUF@NE,NE,BUF,IR,Concussion,
,84053-130274:Isaiah Coulter,84053-130274,WR,Isaiah,Isaiah Coulter,Coulter,0,1,5000,BUF@NE,BUF,NE,,,
,84053-94310:Malik Williams,84053-94310,WR,Malik,Malik Williams,Williams,,,5000,BUF@NE,BUF,NE,,,
,84053-102762:Kevin Harris,84053-102762,RB,Kevin,Kevin Harris,Harris,0.5,1,5000,BUF@NE,NE,BUF,,,
,84053-25837:Duke Johnson,84053-25837,RB,Duke,Duke Johnson,Johnson,0.400000006,1,5000,BUF@NE,BUF,NE,,,
,84053-14319:Taiwan Jones,84053-14319,RB,Taiwan,Taiwan Jones,Jones,0,1,5000,BUF@NE,BUF,NE,,,
,84053-64627:Scotty Washington,84053-64627,WR,Scotty,Scotty Washington,Washington,,,5000,BUF@NE,NE,BUF,,,
,84053-57208:KeeSean Johnson,84053-57208,WR,KeeSean,KeeSean Johnson,Johnson,,,5000,BUF@NE,BUF,NE,,,
,84053-73081:Quinn Nordin,84053-73081,K,Quinn,Quinn Nordin,Nordin,,,5000,BUF@NE,NE,BUF,IR,Undisclosed,
