keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
x,83132-55050:Christian McCaffrey,83132-55050,RB,Christian,Christian McCaffrey,McCaffrey,18.5,8,17000,LAC@SF,SF,LAC,,,
x,83132-80001:Austin Ekeler,83132-80001,RB,Austin,Austin Ekeler,Ekeler,20.1,8,16500,LAC@SF,LAC,SF,,,
x,83132-69189:Justin Herbert,83132-69189,QB,Justin,Justin Herbert,Herbert,19.9,8,15000,LAC@SF,LAC,SF,,,
x,83132-54604:Jimmy Garoppolo,83132-54604,QB,Jimmy,Jimmy Garoppolo,Garoppolo,17.1,7,14000,LAC@SF,SF,LAC,,,
x,83132-56018:Deebo Samuel,83132-56018,WR,Deebo,Deebo Samuel,Samuel,12.5,7,13500,LAC@SF,SF,LAC,,,
,83132-29253:Keenan Allen,83132-29253,WR,Keenan,Keenan Allen,Allen,5.349999905,2,12500,LAC@SF,LAC,SF,O,Hamstring,
x,83132-85798:Brandon Aiyuk,83132-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,11.5,8,12000,LAC@SF,SF,LAC,,,
x,83132-87418:Joshua Palmer,83132-87418,WR,Joshua,Joshua Palmer,Palmer,8.285714286,7,10500,LAC@SF,LAC,SF,,,
x,83132-39793:George Kittle,83132-39793,TE,George,George Kittle,Kittle,7.7,6,10000,LAC@SF,SF,LAC,,,
x,83132-12549:San Francisco 49ers,83132-12549,D,San Francisco,San Francisco 49ers,49ers,8.625,8,9500,LAC@SF,SF,LAC,,,
x,83132-57299:Gerald Everett,83132-57299,TE,Gerald,Gerald Everett,Everett,8.1,8,9000,LAC@SF,LAC,SF,,,
x,83132-6910:Robbie Gould,83132-6910,K,Robbie,Robbie Gould,Gould,6.875,8,9000,LAC@SF,SF,LAC,,,
x,83132-12548:Los Angeles Chargers,83132-12548,D,Los Angeles,Los Angeles Chargers,Chargers,4.625,8,8500,LAC@SF,LAC,SF,,,
,83132-24912:Dustin Hopkins,83132-24912,K,Dustin,Dustin Hopkins,Hopkins,8,5,8500,LAC@SF,LAC,SF,O,Hamstring,
,83132-32356:Taylor Bertolet,83132-32356,K,Taylor,Taylor Bertolet,Bertolet,7.5,2,8500,LAC@SF,LAC,SF,O,Quadriceps,
,83132-39829:Mike Williams,83132-39829,WR,Mike,Mike Williams,Williams,12.28571429,7,8000,LAC@SF,LAC,SF,O,Ankle,
x,83132-62628:DeAndre Carter,83132-62628,WR,DeAndre,DeAndre Carter,Carter,5.9,8,8000,LAC@SF,LAC,SF,,,
x,83132-62055:Ray-Ray McCloud III,83132-62055,WR,Ray-Ray,Ray-Ray McCloud III,McCloud III,2.924999952,8,8000,LAC@SF,SF,LAC,,,
