keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
,83863-130343:Jeff Cotton Jr.,83863-130343,WR,Jeff,Jeff Cotton Jr.,Cotton Jr.,,,5000,GB@PHI,GB,PHI,,,
,83863-55209:Nate Becker,83863-55209,TE,Nate,Nate Becker,Becker,,,5000,GB@PHI,GB,PHI,Q,Undisclosed,
,83863-40365:Devon Allen,83863-40365,WR,Devon,Devon Allen,Allen,,,5000,GB@PHI,PHI,GB,,,
,83863-105648:Tyler Goodson,83863-105648,RB,Tyler,Tyler Goodson,Goodson,,,5000,GB@PHI,GB,PHI,,,
,83863-57651:Travis Fulgham,83863-57651,WR,Travis,Travis Fulgham,Fulgham,,,5000,GB@PHI,GB,PHI,,,
,83863-38837:Danny Etling,83863-38837,QB,Danny,Danny Etling,Etling,,,5000,GB@PHI,GB,PHI,,,
,83863-86839:Jack Coco,83863-86839,TE,Jack,Jack Coco,Coco,,,5000,GB@PHI,GB,PHI,,,
,83863-61112:Josiah Deguara,83863-61112,TE,Josiah,Josiah Deguara,Deguara,2.683333397,6,5000,GB@PHI,GB,PHI,,,
,83863-94396:Carson Strong,83863-94396,QB,Carson,Carson Strong,Strong,,,5000,GB@PHI,PHI,GB,,,
,83863-89663:Danny Davis,83863-89663,WR,Danny,Danny Davis,Davis,,,5000,GB@PHI,GB,PHI,,,
,83863-64835:Dexter Williams,83863-64835,RB,Dexter,Dexter Williams,Williams,,,5000,GB@PHI,GB,PHI,,,
,83863-88525:Kawaan Baker,83863-88525,WR,Kawaan,Kawaan Baker,Baker,,,5000,GB@PHI,GB,PHI,,,
,83863-40148:Ishmael Hyman,83863-40148,WR,Ishmael,Ishmael Hyman,Hyman,,,5000,GB@PHI,GB,PHI,Q,Undisclosed,
,83863-109015:Keric Wheatfall,83863-109015,WR,Keric,Keric Wheatfall,Wheatfall,,,5000,GB@PHI,PHI,GB,Q,Undisclosed,
,83863-71382:Osirus Mitchell,83863-71382,WR,Osirus,Osirus Mitchell,Mitchell,,,5000,GB@PHI,GB,PHI,Q,Quadriceps,
,83863-84440:Jaeden Graham,83863-84440,TE,Jaeden,Jaeden Graham,Graham,,,5000,GB@PHI,PHI,GB,Q,Undisclosed,
,83863-62042:Deon Cain,83863-62042,WR,Deon,Deon Cain,Cain,,,5000,GB@PHI,PHI,GB,,,
,83863-64864:Noah Togiai,83863-64864,TE,Noah,Noah Togiai,Togiai,0,1,5000,GB@PHI,PHI,GB,,,
,83863-104289:Malik Taylor,83863-104289,WR,Malik,Malik Taylor,Taylor,0.080000001,5,5000,GB@PHI,GB,PHI,Q,Undisclosed,
,83863-86627:Gabe Brkic,83863-86627,K,Gabe,Gabe Brkic,Brkic,,,5000,GB@PHI,GB,PHI,Q,Hamstring,
,83863-66402:Jack Driscoll,83863-66402,TE,Jack,Jack Driscoll,Driscoll,,,5000,GB@PHI,PHI,GB,,,
,83863-61798:Gardner Minshew II,83863-61798,QB,Gardner,Gardner Minshew II,Minshew II,0.819999993,1,5000,GB@PHI,PHI,GB,,,
,83863-63851:Tyree Jackson,83863-63851,TE,Tyree,Tyree Jackson,Jackson,3.23333327,3,5000,GB@PHI,PHI,GB,,,
,83863-85994:Dalton Keene,83863-85994,TE,Dalton,Dalton Keene,Keene,,,5000,GB@PHI,PHI,GB,,,
,83863-40434:Greg Ward,83863-40434,WR,Greg,Greg Ward,Ward,3.453333325,9,5000,GB@PHI,PHI,GB,,,
,83863-92146:DeAndre Torrey,83863-92146,RB,DeAndre,DeAndre Torrey,Torrey,,,5000,GB@PHI,PHI,GB,,,
,83863-61172:Tyler Davis,83863-61172,TE,Tyler,Tyler Davis,Davis,1.149999976,4,5000,GB@PHI,GB,PHI,,,
,83863-86646:Trey Sermon,83863-86646,RB,Trey,Trey Sermon,Sermon,1.899999976,1,5000,GB@PHI,PHI,GB,,,
,83863-169853:Josh Babicz,83863-169853,TE,Josh,Josh Babicz,Babicz,,,5000,GB@PHI,GB,PHI,,,
