keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Tier,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
x,81580-104447:Jody Fortson,81580-104447,TE,Jody,Jody Fortson,Fortson,4.700000127,2,3,7000,LV@KC,KC,LV,,
x,81580-54608:Jerick McKinnon,81580-54608,RB,Jerick,Jerick McKinnon,McKinnon,4.375,1,4,6500,LV@KC,KC,LV,,
x,81580-22898:Brandon Bolden,81580-22898,RB,Brandon,Brandon Bolden,Bolden,4.433333397,2,3,6500,LV@KC,LV,KC,,
x,81580-91578:Zamir White,81580-91578,RB,Zamir,Zamir White,White,1.299999952,1,2,6000,LV@KC,LV,KC,,
x,81580-112062:Skyy Moore,81580-112062,WR,Skyy,Skyy Moore,Moore,1.399999976,2,4,6000,LV@KC,KC,LV,,
x,81580-27229:Ameer Abdullah,81580-27229,RB,Ameer,Ameer Abdullah,Abdullah,0.699999988,1,4,6000,LV@KC,LV,KC,,
x,81580-83083:Justin Watson,81580-83083,WR,Justin,Justin Watson,Watson,3,1,4,5500,LV@KC,KC,LV,,
x,81580-60712:Foster Moreau,81580-60712,TE,Foster,Foster Moreau,Moreau,5.199999809,2,2,5500,LV@KC,LV,KC,Q,Knee
x,81580-93143:Noah Gray,81580-93143,TE,Noah,Noah Gray,Gray,3.224999905,2,4,5500,LV@KC,KC,LV,,
x,81580-104421:Jesper Horsted,81580-104421,TE,Jesper,Jesper Horsted,Horsted,5.03333346,1,3,5500,LV@KC,LV,KC,,
x,81580-79998:Keelan Cole,81580-79998,WR,Keelan,Keelan Cole,Cole,0.850000024,1,2,5500,LV@KC,LV,KC,,
,81580-170113:Kehinde Oginni Hassan,81580-170113,TE,Kehinde,Kehinde Oginni Hassan,Oginni Hassan,,,,5000,LV@KC,KC,LV,,
,81580-70023:Cornell Powell,81580-70023,WR,Cornell,Cornell Powell,Powell,,,,5000,LV@KC,KC,LV,,
,81580-27403:Blake Bell,81580-27403,TE,Blake,Blake Bell,Bell,1.25,,12,5000,LV@KC,KC,LV,IR,Hip
x,81580-45964:Marcus Kemp,81580-45964,WR,Marcus,Marcus Kemp,Kemp,0.680000019,1,5,5000,LV@KC,KC,LV,,
,81580-101007:Mark Vital,81580-101007,TE,Mark,Mark Vital,Vital,,,,5000,LV@KC,KC,LV,,
,81580-83086:Daurice Fountain,81580-83086,WR,Daurice,Daurice Fountain,Fountain,,,,5000,LV@KC,KC,LV,,
,81580-130320:Aaron Parker,81580-130320,WR,Aaron,Aaron Parker,Parker,,,,5000,LV@KC,KC,LV,,
,81580-60947:Jarrett Stidham,81580-60947,QB,Jarrett,Jarrett Stidham,Stidham,,,,5000,LV@KC,LV,KC,,
,81580-70043:Cole Fotheringham,81580-70043,TE,Cole,Cole Fotheringham,Fotheringham,,,,5000,LV@KC,LV,KC,,
,81580-68890:Devin Gray,81580-68890,WR,Devin,Devin Gray,Gray,,,,5000,LV@KC,KC,LV,,
,81580-69150:Jordan Veasy,81580-69150,WR,Jordan,Jordan Veasy,Veasy,0,,1,5000,LV@KC,LV,KC,,
,81580-90398:Matt Bushman,81580-90398,TE,Matt,Matt Bushman,Bushman,,,,5000,LV@KC,KC,LV,Q,Collarbone
,81580-60705:Tyron Johnson,81580-60705,WR,Tyron,Tyron Johnson,Johnson,0,,1,5000,LV@KC,LV,KC,,
,81580-71459:Brittain Brown,81580-71459,RB,Brittain,Brittain Brown,Brown,,,,5000,LV@KC,LV,KC,,
,81580-7844:Chad Henne,81580-7844,QB,Chad,Chad Henne,Henne,0,,1,5000,LV@KC,KC,LV,,
,81580-89127:Justin Hall,81580-89127,WR,Justin,Justin Hall,Hall,,,,5000,LV@KC,LV,KC,,
,81580-62891:Omar Bayless,81580-62891,WR,Omar,Omar Bayless,Bayless,,,,5000,LV@KC,KC,LV,,
,81580-95026:Dustin Crum,81580-95026,QB,Dustin,Dustin Crum,Crum,,,,5000,LV@KC,KC,LV,,
,81580-73398:Chris Oladokun,81580-73398,QB,Chris,Chris Oladokun,Oladokun,,,,5000,LV@KC,KC,LV,,
,81580-52409:Jakob Johnson,81580-52409,RB,Jakob,Jakob Johnson,Johnson,0.600000024,,1,5000,LV@KC,LV,KC,,
,81580-63550:Isaiah Zuber,81580-63550,WR,Isaiah,Isaiah Zuber,Zuber,,,,5000,LV@KC,LV,KC,,
,81580-64575:Derrick Gore,81580-64575,RB,Derrick,Derrick Gore,Gore,5.822222392,,9,5000,LV@KC,KC,LV,Q,Thumb
,81580-69056:Mathew Sexton,81580-69056,WR,Mathew,Mathew Sexton,Sexton,,,,5000,LV@KC,KC,LV,Q,Undisclosed
,81580-55750:Chris Lacy,81580-55750,WR,Chris,Chris Lacy,Lacy,,,,5000,LV@KC,LV,KC,,
,81580-69833:Shane Buechele,81580-69833,QB,Shane,Shane Buechele,Buechele,,,,5000,LV@KC,KC,LV,,
,81580-26057:Michael Burton,81580-26057,RB,Michael,Michael Burton,Burton,0.75,,2,5000,LV@KC,KC,LV,,
,81580-91468:Chase Garbers,81580-91468,QB,Chase,Chase Garbers,Garbers,,,,5000,LV@KC,LV,KC,,
,81580-63061:Gary Jennings,81580-63061,WR,Gary,Gary Jennings,Jennings,,,,5000,LV@KC,KC,LV,Q,Concussion
,81580-112601:Travis Koontz,81580-112601,TE,Travis,Travis Koontz,Koontz,,,,5000,LV@KC,LV,KC,,
,81580-112088:Jerrion Ealy,81580-112088,RB,Jerrion,Jerrion Ealy,Ealy,,,,5000,LV@KC,KC,LV,O,Suspension
,81580-42077:James Winchester,81580-42077,TE,James,James Winchester,Winchester,,,,5000,LV@KC,KC,LV,,
,81580-57565:Austin Walter,81580-57565,RB,Austin,Austin Walter,Walter,4.5,,4,5000,LV@KC,LV,KC,,
,81580-71519:Dillon Stoner,81580-71519,WR,Dillon,Dillon Stoner,Stoner,,,,5000,LV@KC,LV,KC,O,Undisclosed
,81580-63591:Ronald Jones II,81580-63591,RB,Ronald,Ronald Jones II,Jones II,4.946666463,,15,5000,LV@KC,KC,LV,,
,81580-57325:Jordan Franks,81580-57325,TE,Jordan,Jordan Franks,Franks,,,,5000,LV@KC,KC,LV,,
,81580-89964:Justyn Ross,81580-89964,WR,Justyn,Justyn Ross,Ross,,,,5000,LV@KC,KC,LV,IR,Foot
,81580-71662:DJ Turner,81580-71662,WR,DJ,DJ Turner,Turner,,,,5000,LV@KC,LV,KC,IR,Ankle
,81580-88307:Tayon Fleet-Davis,81580-88307,RB,Tayon,Tayon Fleet-Davis,Fleet-Davis,,,,5000,LV@KC,KC,LV,,
,81580-31732:Corey Coleman,81580-31732,WR,Corey,Corey Coleman,Coleman,,,,5000,LV@KC,KC,LV,,
,81580-86007:Tre Turner,81580-86007,WR,Tre,Tre Turner,Turner,,,,5000,LV@KC,LV,KC,,
,81580-104054:Sincere McCormick,81580-104054,RB,Sincere,Sincere McCormick,McCormick,,,,5000,LV@KC,LV,KC,IR,Undisclosed
