keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Tier,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
,82579-64408:Nick Bowers,82579-64408,TE,Nick,Nick Bowers,Bowers,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-92056:Cal Adomitis,82579-92056,TE,Cal,Cal Adomitis,Adomitis,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-62364:Josh Rosen,82579-62364,QB,Josh,Josh Rosen,Rosen,-0.413333337,,3,5000,CIN@CLE,CLE,CIN,,,
,82579-60704:Derrick Dillon,82579-60704,WR,Derrick,Derrick Dillon,Dillon,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-94118:Mike Harley Jr.,82579-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-60840:Jake Browning,82579-60840,QB,Jake,Jake Browning,Browning,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-61610:Jacques Patrick,82579-61610,RB,Jacques,Jacques Patrick,Patrick,1.200000048,,1,5000,CIN@CLE,CIN,CLE,,,
,82579-73130:Chris Evans,82579-73130,RB,Chris,Chris Evans,Evans,0.179999995,,5,5000,CIN@CLE,CIN,CLE,,,
,82579-87338:Jaivon Heiligh,82579-87338,WR,Jaivon,Jaivon Heiligh,Heiligh,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-72241:Drew Plitt,82579-72241,QB,Drew,Drew Plitt,Plitt,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-64949:Ja'Marcus Bradley,82579-64949,WR,Ja'Marcus,Ja'Marcus Bradley,Bradley,2.799999873,,3,5000,CIN@CLE,CLE,CIN,,,
,82579-158520:Daylen Baldwin,82579-158520,WR,Daylen,Daylen Baldwin,Baldwin,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-128574:Shermari Jones,82579-128574,RB,Shermari,Shermari Jones,Jones,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-38721:Johnny Stanton IV,82579-38721,RB,Johnny,Johnny Stanton IV,Stanton IV,2.73333327,,3,5000,CIN@CLE,CLE,CIN,,,
,82579-31170:Brandon Allen,82579-31170,QB,Brandon,Brandon Allen,Allen,2.771999931,,5,5000,CIN@CLE,CIN,CLE,,,
,82579-57543:D'Ernest Johnson,82579-57543,RB,D'Ernest,D'Ernest Johnson,Johnson,0.949999988,,2,5000,CIN@CLE,CLE,CIN,,,
,82579-94797:Kellen Mond,82579-94797,QB,Kellen,Kellen Mond,Mond,0.200000003,,1,5000,CIN@CLE,CLE,CIN,,,
,82579-40407:Joshua Dobbs,82579-40407,QB,Joshua,Joshua Dobbs,Dobbs,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-93782:Travell Harris,82579-93782,WR,Travell,Travell Harris,Harris,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-29411:Pharaoh Brown,82579-29411,TE,Pharaoh,Pharaoh Brown,Brown,3.450000048,,4,5000,CIN@CLE,CLE,CIN,Q,Concussion,
x,82579-52451:Samaje Perine,82579-52451,RB,Samaje,Samaje Perine,Perine,4.542857034,,7,5000,CIN@CLE,CIN,CLE,,,
,82579-69860:Trayveon Williams,82579-69860,RB,Trayveon,Trayveon Williams,Williams,3,,2,5000,CIN@CLE,CIN,CLE,,,
,82579-70372:Chester Rogers,82579-70372,WR,Chester,Chester Rogers,Rogers,-0.666666667,,3,5000,CIN@CLE,CLE,CIN,,,
,82579-153957:Zaire Mitchell-Paden,82579-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-72427:Kwamie Lassiter II,82579-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,,5000,CIN@CLE,CIN,CLE,,,
,82579-97771:Marcus Santos-Silva,82579-97771,TE,Marcus,Marcus Santos-Silva,Santos-Silva,,,,5000,CIN@CLE,CLE,CIN,,,
,82579-63479:John Kelly Jr.,82579-63479,RB,John,John Kelly Jr.,Kelly Jr.,1.299999952,,1,5000,CIN@CLE,CLE,CIN,,,
