keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Tier,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
x,82454-94534:Gabe Davis,82454-94534,WR,Gabe,Gabe Davis,Davis,13.86000061,3,5,12500,GB@BUF,BUF,GB,,
x,82454-62239:Josh Allen,82454-62239,QB,Josh,Josh Allen,Allen,29.48333232,5,6,17500,GB@BUF,BUF,GB,,
x,82454-25079:Stefon Diggs,82454-25079,WR,Stefon,Stefon Diggs,Diggs,21.01666641,5,6,15000,GB@BUF,BUF,GB,,
x,82454-6894:Aaron Rodgers,82454-6894,QB,Aaron,Aaron Rodgers,Rodgers,14.25428554,5,7,14500,GB@BUF,GB,BUF,,
x,82454-40442:Aaron Jones,82454-40442,RB,Aaron,Aaron Jones,Jones,13.68571472,4,7,14000,GB@BUF,GB,BUF,,
x,82454-70603:Devin Singletary,82454-70603,RB,Devin,Devin Singletary,Singletary,9.549999873,5,6,12000,GB@BUF,BUF,GB,,
x,82454-94370:Romeo Doubs,82454-94370,WR,Romeo,Romeo Doubs,Doubs,6.785714286,4,7,11500,GB@BUF,GB,BUF,,
x,82454-93107:AJ Dillon,82454-93107,RB,AJ,AJ Dillon,Dillon,7.228571211,3,7,11000,GB@BUF,GB,BUF,,
x,82454-53639:Isaiah McKenzie,82454-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,8.659999847,3,5,10500,GB@BUF,BUF,GB,,
x,82454-65128:Tyler Bass,82454-65128,K,Tyler,Tyler Bass,Bass,8.333333333,4,6,9500,GB@BUF,BUF,GB,,
x,82454-12526:Buffalo Bills,82454-12526,D,Buffalo,Buffalo Bills,Bills,11.66666667,4,6,9500,GB@BUF,BUF,GB,,
x,82454-80353:Robert Tonyan,82454-80353,TE,Robert,Robert Tonyan,Tonyan,6.585714068,3,7,9000,GB@BUF,GB,BUF,,
x,82454-6897:Mason Crosby,82454-6897,K,Mason,Mason Crosby,Crosby,5.571428571,2,7,9000,GB@BUF,GB,BUF,,
x,82454-64585:Dawson Knox,82454-64585,TE,Dawson,Dawson Knox,Knox,5.659999847,3,5,8500,GB@BUF,BUF,GB,,
x,82454-12533:Green Bay Packers,82454-12533,D,Green Bay,Green Bay Packers,Packers,6,2,7,8500,GB@BUF,GB,BUF,,
x,82454-91626:James Cook,82454-91626,RB,James,James Cook,Cook,3.23333327,3,6,7500,GB@BUF,BUF,GB,,
x,82454-27671:Jake Kumerow,82454-27671,WR,Jake,Jake Kumerow,Kumerow,4.199999809,0,2,7000,GB@BUF,BUF,GB,,
x,82454-24641:Sammy Watkins,82454-24641,WR,Sammy,Sammy Watkins,Watkins,6.233333588,2,3,7000,GB@BUF,GB,BUF,,
x,82454-6672:Marcedes Lewis,82454-6672,TE,Marcedes,Marcedes Lewis,Lewis,6.699999809,1,1,6500,GB@BUF,GB,BUF,,
x,82454-89970:Amari Rodgers,82454-89970,WR,Amari,Amari Rodgers,Rodgers,0.328571422,0,7,6500,GB@BUF,GB,BUF,,
,82454-70426:Reggie Gilliam,82454-70426,TE,Reggie,Reggie Gilliam,Gilliam,5.066666603,1,3,6000,GB@BUF,BUF,GB,,
,82454-72627:Patrick Taylor,82454-72627,RB,Patrick,Patrick Taylor,Taylor,4.050000191,0,4,6000,GB@BUF,GB,BUF,,
x,82454-90123:Quintin Morris,82454-90123,TE,Quintin,Quintin Morris,Morris,1.924999952,1,4,5500,GB@BUF,BUF,GB,,
,82454-56142:Juwann Winfree,82454-56142,WR,Juwann,Juwann Winfree,Winfree,0.733333349,0,3,5500,GB@BUF,GB,BUF,,
,82454-26458:Tavon Austin,82454-26458,WR,Tavon,Tavon Austin,Austin,3.28333346,0,12,5500,GB@BUF,BUF,GB,,
,82454-25837:Duke Johnson,82454-25837,RB,Duke,Duke Johnson,Johnson,11.41999969,0,5,5500,GB@BUF,BUF,GB,,
x,82454-86518:Khalil Shakir,82454-86518,WR,Khalil,Khalil Shakir,Shakir,5.050000191,1,4,5500,GB@BUF,BUF,GB,,
,82454-87690:Sal Cannella,82454-87690,TE,Sal,Sal Cannella,Cannella,,,,5000,GB@BUF,GB,BUF,,
,82454-90380:Neil Pau'u,82454-90380,WR,Neil,Neil Pau'u,Pau'u,,,,5000,GB@BUF,BUF,GB,,
,82454-71697:Shaun Beyer,82454-71697,TE,Shaun,Shaun Beyer,Beyer,,,,5000,GB@BUF,GB,BUF,,
,82454-56212:Tommy Sweeney,82454-56212,TE,Tommy,Tommy Sweeney,Sweeney,1.200000048,,1,5000,GB@BUF,BUF,GB,,
,82454-29605:Matt Barkley,82454-29605,QB,Matt,Matt Barkley,Barkley,,,,5000,GB@BUF,BUF,GB,,
,82454-55209:Nate Becker,82454-55209,TE,Nate,Nate Becker,Becker,,,,5000,GB@BUF,GB,BUF,Q,Undisclosed
,82454-105648:Tyler Goodson,82454-105648,RB,Tyler,Tyler Goodson,Goodson,,,,5000,GB@BUF,GB,BUF,,
,82454-57651:Travis Fulgham,82454-57651,WR,Travis,Travis Fulgham,Fulgham,,,,5000,GB@BUF,GB,BUF,,
,82454-38837:Danny Etling,82454-38837,QB,Danny,Danny Etling,Etling,,,,5000,GB@BUF,GB,BUF,,
x,82454-152631:Samori Toure,82454-152631,WR,Samori,Samori Toure,Toure,0.899999976,0,1,5000,GB@BUF,GB,BUF,,
,82454-86839:Jack Coco,82454-86839,TE,Jack,Jack Coco,Coco,,,,5000,GB@BUF,GB,BUF,,
,82454-61112:Josiah Deguara,82454-61112,TE,Josiah,Josiah Deguara,Deguara,2.025000095,,4,5000,GB@BUF,GB,BUF,,
,82454-103352:Christian Wade,82454-103352,RB,Christian,Christian Wade,Wade,,,,5000,GB@BUF,BUF,GB,,
,82454-89663:Danny Davis,82454-89663,WR,Danny,Danny Davis,Davis,,,,5000,GB@BUF,GB,BUF,Q,Ankle
,82454-64835:Dexter Williams,82454-64835,RB,Dexter,Dexter Williams,Williams,,,,5000,GB@BUF,GB,BUF,,
,82454-88525:Kawaan Baker,82454-88525,WR,Kawaan,Kawaan Baker,Baker,,,,5000,GB@BUF,GB,BUF,,
,82454-149708:Zach Davidson,82454-149708,TE,Zach,Zach Davidson,Davidson,,,,5000,GB@BUF,BUF,GB,,
,82454-22994:Case Keenum,82454-22994,QB,Case,Case Keenum,Keenum,0.159999996,,2,5000,GB@BUF,BUF,GB,,
,82454-40148:Ishmael Hyman,82454-40148,WR,Ishmael,Ishmael Hyman,Hyman,,,,5000,GB@BUF,GB,BUF,Q,Undisclosed
,82454-71382:Osirus Mitchell,82454-71382,WR,Osirus,Osirus Mitchell,Mitchell,,,,5000,GB@BUF,GB,BUF,Q,Quadriceps
,82454-87649:Jaquarii Roberson,82454-87649,WR,Jaquarii,Jaquarii Roberson,Roberson,,,,5000,GB@BUF,BUF,GB,,
,82454-94310:Malik Williams,82454-94310,WR,Malik,Malik Williams,Williams,,,,5000,GB@BUF,BUF,GB,,
,82454-14319:Taiwan Jones,82454-14319,RB,Taiwan,Taiwan Jones,Jones,0,,1,5000,GB@BUF,BUF,GB,Q,Knee
,82454-57208:KeeSean Johnson,82454-57208,WR,KeeSean,KeeSean Johnson,Johnson,,,,5000,GB@BUF,BUF,GB,,
x,82454-169776:Christian Watson,82454-169776,WR,Christian,Christian Watson,Watson,4.150000095,2,4,7000,GB@BUF,GB,BUF,Q,Hamstring
