keep,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
x,85173-80001:Austin Ekeler,85173-80001,RB,Austin,Austin Ekeler,Ekeler,20.24,14,16500,LAC@IND,LAC,IND,,,
x,85173-69189:Justin Herbert,85173-69189,QB,Justin,Justin Herbert,Herbert,19.03,14,16000,LAC@IND,LAC,IND,,,
x,85173-22027:Nick Foles,85173-22027,QB,Nick,Nick Foles,Foles,16.79999924,1,14000,LAC@IND,IND,LAC,,,
x,85173-29253:Keenan Allen,85173-29253,WR,Keenan,Keenan Allen,Allen,11.15,7,13500,LAC@IND,LAC,IND,,,
x,85173-69213:Michael Pittman Jr.,85173-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,12.98,13,13000,LAC@IND,IND,LAC,,,
x,85173-39829:Mike Williams,85173-39829,WR,Mike,Mike Williams,Williams,11.8,10,12500,LAC@IND,LAC,IND,,,
x,85173-70027:Zack Moss,85173-70027,RB,Zack,Zack Moss,Moss,7.5,10,12000,LAC@IND,IND,LAC,,,
x,85173-93134:Deon Jackson,85173-93134,RB,Deon,Deon Jackson,Jackson,5.788888719,9,11000,LAC@IND,IND,LAC,,,
,85173-6616:Matt Ryan,85173-6616,QB,Matt,Matt Ryan,Ryan,14.02333323,12,10000,LAC@IND,IND,LAC,,,
x,85173-87418:Joshua Palmer,85173-87418,WR,Joshua,Joshua Palmer,Palmer,9.446154081,13,10000,LAC@IND,LAC,IND,,,
x,85173-60479:Chase McLaughlin,85173-60479,K,Chase,Chase McLaughlin,McLaughlin,10.08333333,12,9500,LAC@IND,IND,LAC,,,
x,85173-12548:Los Angeles Chargers,85173-12548,D,Los Angeles,Los Angeles Chargers,Chargers,4.928571429,14,9000,LAC@IND,LAC,IND,,,
x,85173-56262:Parris Campbell,85173-56262,WR,Parris,Parris Campbell,Campbell,7.007142748,14,9000,LAC@IND,IND,LAC,,,
x,85173-92496:Cameron Dicker,85173-92496,K,Cameron,Cameron Dicker,Dicker,8.625,8,9000,LAC@IND,LAC,IND,,,
x,85173-57299:Gerald Everett,85173-57299,TE,Gerald,Gerald Everett,Everett,7.169230534,13,8500,LAC@IND,LAC,IND,,,
x,85173-12535:Indianapolis Colts,85173-12535,D,Indianapolis,Indianapolis Colts,Colts,6.642857143,14,8500,LAC@IND,IND,LAC,,,
x,85173-86312:Alec Pierce,85173-86312,WR,Alec,Alec Pierce,Pierce,6.076923077,13,8000,LAC@IND,IND,LAC,,,
x,85173-62628:DeAndre Carter,85173-62628,WR,DeAndre,DeAndre Carter,Carter,5.935714177,14,7500,LAC@IND,LAC,IND,,,
x,85173-104012:Ashton Dulin,85173-104012,WR,Ashton,Ashton Dulin,Dulin,5,7,7500,LAC@IND,IND,LAC,,,
x,85173-87469:Jelani Woods,85173-87469,TE,Jelani,Jelani Woods,Woods,5.677777608,9,7000,LAC@IND,IND,LAC,,,
x,85173-91872:Joshua Kelley,85173-91872,RB,Joshua,Joshua Kelley,Kelley,5.011110942,9,7000,LAC@IND,LAC,IND,,,
,85173-41867:Jordan Wilkins,85173-41867,RB,Jordan,Jordan Wilkins,Wilkins,3.299999952,2,6500,LAC@IND,IND,LAC,,,
,85173-114100:Isaiah Spiller,85173-114100,RB,Isaiah,Isaiah Spiller,Spiller,1.380000019,5,6500,LAC@IND,LAC,IND,,,
,85173-104278:Donald Parham Jr.,85173-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,3.933333397,3,6500,LAC@IND,LAC,IND,,,
,85173-53640:Sony Michel,85173-53640,RB,Sony,Sony Michel,Michel,2.039999962,10,6000,LAC@IND,LAC,IND,,,
,85173-24533:Mo Alie-Cox,85173-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,3.345454476,11,6000,LAC@IND,IND,LAC,,,
,85173-71143:Kylen Granson,85173-71143,TE,Kylen,Kylen Granson,Granson,3.515384674,13,6000,LAC@IND,IND,LAC,O,Ankle,
,85173-154661:Michael Bandy,85173-154661,WR,Michael,Michael Bandy,Bandy,1.737499952,8,5500,LAC@IND,LAC,IND,,,
,85173-149710:Mike Strachan,85173-149710,WR,Mike,Mike Strachan,Strachan,1.850000024,4,5500,LAC@IND,IND,LAC,,,
,85173-41426:Phillip Lindsay,85173-41426,RB,Phillip,Phillip Lindsay,Lindsay,3.933333397,3,5500,LAC@IND,IND,LAC,,,
